array([[ 9.93176927e-02,  3.77215322e-01,  1.20427401e+00,
         1.39137176e-01,  1.59171906e-02, -1.60902987e+00,
        -6.70584483e-01,  2.15191892e+00, -6.05917259e-01,
        -2.17590134e+00, -5.54389375e-01,  3.70863904e-01,
        -1.21857601e+00, -3.65672790e-01,  3.63662438e-01,
         1.10020228e+00,  6.48338382e-01, -8.48329858e-01,
        -4.48504540e-01,  4.54106003e-02, -1.08945468e+00,
         8.15739883e-01, -1.77229099e-01,  7.56290194e-01,
         5.08787707e-01,  1.77929747e-02, -5.49781783e-01,
        -2.25733367e-01, -9.63830944e-01,  1.62852055e+00,
         6.81348403e-01, -1.51924669e+00,  8.54628496e-01,
        -6.40718411e-01,  8.20717433e-01, -1.95715205e+00,
         1.11613380e+00, -3.02091624e-01, -3.62060226e-01,
         8.89441849e-01,  3.78523678e-02,  1.09777437e+00,
        -6.10870523e-02, -9.65980467e-01, -1.70081834e+00,
         2.68182745e-01,  3.48281717e-01, -3.99215379e-01,
        -1.03971595e-01,  7.20655393e-01,  7.81091936e-01,
        -1.91553021e-01,  1.26584194e+00, -7.08355826e-01,
         7.17808265e-02, -8.36788015e-01,  7.21152435e-01,
        -2.40909179e-02,  1.07085203e+00,  2.60690250e-01,
        -7.95157041e-01,  5.31301952e-01,  5.41307002e-01,
        -1.16256141e+00,  6.24834355e-01,  1.38163434e-01,
         9.69493959e-01, -6.86115502e-01,  3.35554624e-01,
         2.00471077e-01,  7.62720427e-01, -1.37743453e+00,
         9.96982390e-01,  6.75999487e-01,  1.12342085e+00,
         3.01662853e-01,  8.50504264e-02, -2.68078533e-01,
         1.11321196e+00,  9.95288149e-01,  1.88360058e-01,
        -9.95021064e-03, -1.17142504e+00,  1.63416893e+00,
        -1.13276519e+00, -4.00664459e-02,  1.00777483e-01,
         8.02221513e-01,  4.17073465e-02,  1.45187266e+00,
         4.03389704e-01,  1.06559848e+00, -2.15068266e-01,
         1.39250623e+00,  1.87693588e+00, -8.08985326e-01,
         1.10602936e+00, -7.73207239e-01, -3.51471823e-01,
        -1.19926403e+00,  2.20953571e-01,  5.50303537e-01,
        -1.57567012e+00,  6.33965133e-01, -5.80727778e-01,
         3.41024702e-03, -6.63461522e-01,  2.25991994e-01,
         4.58616835e-01,  5.81479328e-01, -1.02648718e+00,
        -1.16230262e+00, -4.46512276e-01,  7.49963590e-01,
        -9.66959481e-01,  1.30673127e+00,  3.09360269e+00,
        -2.02050153e+00,  1.54128519e+00,  2.55070463e-01,
         3.60087148e-01, -3.42631580e-02, -8.81023636e-01,
        -2.70884097e+00, -1.76022675e-01, -5.23869758e-01,
         1.08971649e+00,  5.71663349e-01, -1.55661226e+00,
        -6.23451706e-01,  1.22165836e+00,  1.47639611e-01,
         9.76531014e-02,  9.39609305e-01, -1.02992235e+00,
        -3.72232384e-01, -1.33547646e+00, -9.96598341e-01,
        -4.62365437e-01, -2.41682132e-03, -9.50739392e-01,
        -2.09151327e+00, -5.53879228e-01, -3.93097111e-01,
         1.35985872e-01,  2.58018493e-02,  4.13479760e-01,
        -3.95002426e-01,  6.49856757e-01,  1.86325482e+00,
        -4.75181174e-01, -2.87814233e-01, -2.23866714e-01,
         6.02108057e-01,  2.20495458e+00, -4.18347027e-01,
        -1.87696869e+00,  7.87634389e-01,  9.92941509e-01,
        -1.25941743e+00,  8.82227059e-01,  2.22110051e-01,
         1.74455554e-01,  1.21783127e-01,  5.12200870e-01,
         8.14156885e-01,  4.66990436e-01, -1.89089925e+00,
         4.66172021e-01,  9.22039008e-01, -5.99949552e-02,
         1.23539622e+00,  9.64105282e-01,  5.48982537e-02,
         4.64823606e-01, -1.92718903e+00,  1.99551007e+00,
         1.48325864e+00,  1.84298269e-01,  1.41194267e+00,
        -2.74969854e-01,  4.79315922e-01,  1.33613271e+00,
        -1.17767887e+00, -1.13604058e+00,  8.31637568e-01,
         1.01347425e+00, -7.45835015e-01, -1.87260151e+00,
        -1.33051678e+00,  6.63361364e-01, -8.36369732e-01,
         2.11887698e+00,  5.95914097e-01,  3.61506777e-02,
        -7.38304743e-01, -5.20685443e-01,  2.55638037e-03,
         1.58629555e+00, -2.55400372e-01, -2.07991558e-01,
        -4.62728684e-02, -2.47771739e-01,  2.40877425e-02,
        -1.65501616e-01,  9.18948615e-02, -2.42245680e-01,
         1.79025561e+00, -6.92547885e-01,  2.52696125e+00,
        -1.47002585e-01, -2.09533838e-01, -4.15942080e-01,
         6.88184489e-01,  5.29774604e-01,  1.82751792e+00,
        -6.46751254e-01,  1.15714165e+00,  1.47915131e+00,
        -1.55310553e+00,  5.72591986e-01, -1.88180912e+00,
        -2.69338311e-01, -1.37330695e+00, -1.60053808e+00,
         7.26172156e-02, -1.57905843e+00,  6.78219377e-02,
        -2.69703688e+00,  3.61496535e-01, -1.57670745e-01,
        -2.21016219e+00, -1.52841319e+00,  1.85685671e-01,
         3.99760656e-01, -4.00139336e-01,  2.46123436e-01,
         3.34204770e-01,  7.52085164e-01,  1.35841663e-01,
        -4.79436621e-01,  8.01898223e-01,  1.20626549e+00,
         3.57821949e+00, -9.24464488e-02,  9.20751639e-01,
        -7.07780960e-01, -2.30058452e+00,  5.67593269e-01,
         1.84930353e+00, -3.05005731e-01, -8.34295194e-01,
         5.95371559e-02,  1.13722632e+00,  2.37475224e+00,
        -2.69920656e-01, -1.20031064e+00, -8.33157638e-01,
        -2.28073092e+00,  2.57845955e-01, -3.31875931e-01,
         5.12454147e-01, -9.77021696e-03,  1.03997474e-01,
        -5.90612541e-01,  8.58652410e-01, -1.30850005e+00,
        -4.84346493e-01,  4.77411109e-01,  9.83905959e-01,
        -1.06744101e+00, -1.02214417e-01,  5.83908077e-01,
         4.43236213e-02,  1.70759483e+00, -1.48265266e-01,
         6.59204023e-01, -7.28326515e-01, -1.67932897e+00,
        -2.16408235e-01, -1.53049065e-01, -7.49178365e-02,
        -1.00240740e+00, -2.32760876e-01,  1.79416226e+00,
        -6.13075050e-01, -2.54624503e-01, -9.20224414e-01,
         3.76821810e-01,  6.32060736e-01, -5.21222669e-01,
        -3.73284221e-01,  2.49095994e+00,  2.18880852e-01,
        -6.31386847e-01,  1.47326454e+00,  1.02953468e+00,
         1.41679431e+00,  5.73969002e-01,  8.58260214e-02,
         6.95673565e-01,  9.29606847e-01, -6.64725723e-01,
        -7.40989225e-01,  6.14124660e-01, -2.51123491e-01,
        -8.38289107e-01, -4.11866645e-01,  1.19020317e+00,
         1.12162482e+00, -2.06134815e-01,  4.35220581e-01,
         1.59510751e-01,  2.30774760e-01, -4.54703696e-01,
         1.28717576e-01,  9.84989692e-01,  1.46995271e+00,
        -1.36964711e-01,  1.14833221e+00, -2.44605444e+00,
         6.61975431e-01, -2.00506859e+00,  1.19912885e+00,
         5.80544174e-01,  2.19493610e-01,  5.97881937e-01,
        -6.51935069e-01, -5.24082955e-01, -8.19655472e-01,
        -1.36126048e-01,  4.63527787e-01,  2.19016960e-01,
         7.73729889e-01, -3.85537482e-01,  2.23024371e+00,
         4.20742078e-01,  1.01308118e+00,  3.80184288e-01,
         1.05724214e+00, -1.97793861e+00, -6.74685182e-01,
         4.50166710e-01,  2.00669459e+00, -2.01746525e+00,
         4.58428277e-01, -2.95839367e-01,  1.99444393e+00,
         3.92238679e-01, -7.96092467e-01,  3.73312679e-01,
         5.80215701e-01, -1.92051828e-01, -1.69946741e-01,
        -8.46966919e-01, -2.86692910e-01,  2.68964700e-01,
